Row Sort ID,Control ID,Statement ID,Control Statement,Supplemental Guidance
mp-07-A,MP-7,A,[CCCS Assignment: Prohibit] the use of [CCCS Assignment: unauthorized removeable media] on [CCCS Assignment: all components] using [CCCS Assignment: security technical safeguards] ; and,
mp-07-B,MP-7,B,Prohibit the use of portable storage devices in organizational systems when such devices have no identifiable owner.,
pe-01-,PE-1,,,"Physical and environmental protection policy and procedures address the controls in the PE family that are implemented within systems and organizations. The risk management strategy is an important factor in establishing such policies and procedures. Policies and procedures contribute to security and privacy assurance. Therefore, it is important that security and privacy programs collaborate on the development of physical and environmental protection policy and procedures. Security and privacy program policies and procedures at the organization level are preferable, in general, and may obviate the need for mission- or system-specific policies and procedures. The policy can be included as part of the general security and privacy policy or be represented by multiple policies that reflect the complex nature of organizations. Procedures can be established for security and privacy programs, for mission or business processes, and for systems, if needed. Procedures describe how the policies or controls are implemented and can be directed at the individual or role that is the object of the procedure. Procedures can be documented in system security and privacy plans or in one or more separate documents. Events that may precipitate an update to physical and environmental protection policy and procedures include assessment or audit findings, security incidents or breaches, or changes in applicable laws, executive orders, directives, regulations, policies, standards, and guidelines. Simply restating controls does not constitute an organizational policy or procedure."
pe-01-A,PE-1,A,"Develop, document, and disseminate to [Assignment: organization-defined organization-defined personnel or roles]:",
pe-01-A.1,PE-1,A.1,"[Selection: organization-level, mission/business process-level, system-level] physical and environmental protection policy that:",
pe-01-A.1.A,PE-1,A.1.A,"Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and",
pe-01-A.1.B,PE-1,A.1.B,"Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and",
pe-01-A.2,PE-1,A.2,Procedures to facilitate the implementation of the physical and environmental protection policy and the associated physical and environmental protection controls;,
pe-01-B,PE-1,B,"Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the physical and environmental protection policy and procedures; and",
pe-01-C,PE-1,C,Review and update the current physical and environmental protection:,
pe-01-C.1,PE-1,C.1,Policy [CCCS Assignment: at least every 3 years] and following [CCCS Assignment: significant changes] ; and,
pe-01-C.2,PE-1,C.2,Procedures [CCCS Assignment: at least annually] and following [CCCS Assignment: significant changes].,
pe-02-,PE-2,,,"Physical access authorizations apply to employees and visitors. Individuals with permanent physical access authorization credentials are not considered visitors. Authorization credentials include ID badges, identification cards, and smart cards. Organizations determine the strength of authorization credentials needed consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines. Physical access authorizations may not be necessary to access certain areas within facilities that are designated as publicly accessible."
pe-02-A,PE-2,A,"Develop, approve, and maintain a list of individuals with authorized access to the facility where the system resides;",
pe-02-B,PE-2,B,Issue authorization credentials for facility access;,
pe-02-C,PE-2,C,Review the access list detailing authorized facility access by individuals [CCCS Assignment: at least monthly and on significant changes] ; and,
pe-02-D,PE-2,D,Remove individuals from the facility access list when access is no longer required.,
pe-03-,PE-3,,,"Physical access control applies to employees and visitors. Individuals with permanent physical access authorizations are not considered visitors. Physical access controls for publicly accessible areas may include physical access control logs/records, guards, or physical access devices and barriers to prevent movement from publicly accessible areas to non-public areas. Organizations determine the types of guards needed, including professional security staff, system users, or administrative staff. Physical access devices include keys, locks, combinations, biometric readers, and card readers. Physical access control systems comply with applicable laws, executive orders, directives, policies, regulations, standards, and guidelines. Organizations have flexibility in the types of audit logs employed. Audit logs can be procedural, automated, or some combination thereof. Physical access points can include facility access points, interior access points to systems that require supplemental access controls, or both. Components of systems may be in areas designated as publicly accessible with organizations controlling access to the components."
pe-03-A,PE-3,A,Enforce physical access authorizations at [CCCS Assignment: all physical access points to the facility] by:,
pe-03-A.1,PE-3,A.1,Verifying individual access authorizations before granting access to the facility; and,
pe-03-A.2,PE-3,A.2,Controlling ingress and egress to the facility using [CCCS Assignment: physical access control systems/devices AND guards];,
pe-03-AA,PE-3,AA,"Remove the access card identifier from the access list or database [Assignment: organization-defined frequency] when the access card is lost, misplaced, stolen, or when the individual possessing the card is transferred or terminated.",
pe-03-B,PE-3,B,Maintain physical access audit logs for [CCCS Assignment: all entry or exit points];,
pe-03-C,PE-3,C,Control access to areas within the facility designated as publicly accessible by implementing the following controls: [Assignment: organization-defined physical access controls];,
pe-03-D,PE-3,D,Escort visitors and control visitor activity [CCCS Assignment: in all circumstances within restricted access area where the information system resides];,
pe-03-E,PE-3,E,"Secure keys, combinations, and other physical access devices;",
pe-03-F,PE-3,F,Inventory [Assignment: organization-defined physical access devices] every [CCCS Assignment: at least annually] ; and,
pe-03-G,PE-3,G,"Change combinations and keys [CCCS Assignment: at least annually or earlier as required by a security relevant event] and/or when keys are lost, combinations are compromised, or when individuals possessing the keys or combinations are transferred or terminated.",
pe-03.01-,PE-3.1,,Enforce physical access authorizations to the system in addition to the physical access controls for the facility at [Assignment: organization-defined physical spaces containing one or more components of the system].,Control of physical access to the system provides additional physical security for those areas within facilities where there is a concentration of system components.
pe-05-,PE-5,,Control physical access to output from [Assignment: organization-defined output devices] to prevent unauthorized individuals from obtaining the output.,"Controlling physical access to output devices includes placing output devices in locked rooms or other secured areas with keypad or card reader access controls and allowing access to authorized individuals only, placing output devices in locations that can be monitored by personnel, installing monitor or screen filters, and using headphones. Examples of output devices include monitors, printers, scanners, audio devices, facsimile machines, and copiers."
pe-06-,PE-6,,,"Physical access monitoring includes publicly accessible areas within organizational facilities. Examples of physical access monitoring include the employment of guards, video surveillance equipment (i.e., cameras), and sensor devices. Reviewing physical access logs can help identify suspicious activity, anomalous events, or potential threats. The reviews can be supported by audit logging controls, such as [AU-2](#au-2) , if the access logs are part of an automated system. Organizational incident response capabilities include investigations of physical security incidents and responses to the incidents. Incidents include security violations or suspicious physical access activities. Suspicious physical access activities include accesses outside of normal work hours, repeated accesses to areas not normally accessed, accesses for unusual lengths of time, and out-of-sequence accesses."
pe-06-A,PE-6,A,Monitor physical access to the facility where the system resides to detect and respond to physical security incidents;,
pe-06-B,PE-6,B,Review physical access logs [CCCS Assignment: at least monthly] and upon occurrence of [Assignment: organization-defined events or potential indications of events] ; and,
pe-06-C,PE-6,C,Coordinate results of reviews and investigations with the organizational incident response capability.,
pe-06.01-,PE-6.1,,Monitor physical access to the facility where the system resides using physical intrusion alarms and surveillance equipment.,"Physical intrusion alarms can be employed to alert security personnel when unauthorized access to the facility is attempted. Alarm systems work in conjunction with physical barriers, physical access control systems, and security guards by triggering a response when these other forms of security have been compromised or breached. Physical intrusion alarms can include different types of sensor devices, such as motion sensors, contact sensors, and broken glass sensors. Surveillance equipment includes video cameras installed at strategic locations throughout the facility."
pe-08-,PE-8,,,"Visitor access records include the names and organizations of individuals visiting, visitor signatures, forms of identification, dates of access, entry and departure times, purpose of visits, and the names and organizations of individuals visited. Access record reviews determine if access authorizations are current and are still required to support organizational mission and business functions. Access records are not required for publicly accessible areas."
pe-08-A,PE-8,A,Maintain visitor access records to the facility where the system resides for [CCCS Assignment: a minimum of one (1) year];,
pe-08-B,PE-8,B,Review visitor access records [CCCS Assignment: at least monthly] ; and,
pe-08-C,PE-8,C,Report anomalies in visitor access records to [Assignment: organization-defined personnel].,
pe-09-,PE-9,,Protect power equipment and power cabling for the system from damage and destruction.,"Organizations determine the types of protection necessary for the power equipment and cabling employed at different locations that are both internal and external to organizational facilities and environments of operation. Types of power equipment and cabling include internal cabling and uninterruptable power sources in offices or data centers, generators and power cabling outside of buildings, and power sources for self-contained components such as satellites, vehicles, and other deployable systems."
pe-10-,PE-10,,,"Emergency power shutoff primarily applies to organizational facilities that contain concentrations of system resources, including data centers, mainframe computer rooms, server rooms, and areas with computer-controlled machinery."
pe-10-A,PE-10,A,Provide the capability of shutting off power to [Assignment: organization-defined system or individual system components] in emergency situations;,
pe-10-B,PE-10,B,Place emergency shutoff switches or devices in [CCCS Assignment: near more than one egress point of the IT area and ensures it is labeled and protected by a cover to prevent accidental shut-off] to facilitate access for authorized personnel; and,
pe-10-C,PE-10,C,Protect emergency power shutoff capability from unauthorized activation.,
pe-11-,PE-11,,"Provide an uninterruptible power supply to facilitate [Selection: an orderly shutdown of the system, transition of the system to long-term alternate power] in the event of a primary power source loss.","An uninterruptible power supply (UPS) is an electrical system or mechanism that provides emergency power when there is a failure of the main power source. A UPS is typically used to protect computers, data centers, telecommunication equipment, or other electrical equipment where an unexpected power disruption could cause injuries, fatalities, serious mission or business disruption, or loss of data or information. A UPS differs from an emergency power system or backup generator in that the UPS provides near-instantaneous protection from unanticipated power interruptions from the main power source by providing energy stored in batteries, supercapacitors, or flywheels. The battery duration of a UPS is relatively short but provides sufficient time to start a standby power source, such as a backup generator, or properly shut down the system."
pe-12-,PE-12,,Employ and maintain automatic emergency lighting for the system that activates in the event of a power outage or disruption and that covers emergency exits and evacuation routes within the facility.,"The provision of emergency lighting applies primarily to organizational facilities that contain concentrations of system resources, including data centers, server rooms, and mainframe computer rooms. Emergency lighting provisions for the system are described in the contingency plan for the organization. If emergency lighting for the system fails or cannot be provided, organizations consider alternate processing sites for power-related contingencies."
pe-13-,PE-13,,Employ and maintain fire detection and suppression systems that are supported by an independent energy source.,"The provision of fire detection and suppression systems applies primarily to organizational facilities that contain concentrations of system resources, including data centers, server rooms, and mainframe computer rooms. Fire detection and suppression systems that may require an independent energy source include sprinkler systems and smoke detectors. An independent energy source is an energy source, such as a microgrid, that is separate, or can be separated, from the energy sources providing power for the other parts of the facility."
pe-13.01-,PE-13.1,,Employ fire detection systems that activate automatically and notify [CCCS Assignment: service provider building maintenance/physical security personnel] and [CCCS Assignment: service provider emergency responders with incident response responsibilities] in the event of a fire.,"Organizations can identify personnel, roles, and emergency responders if individuals on the notification list need to have access authorizations or clearances (e.g., to enter to facilities where access is restricted due to the classification or impact level of information within the facility). Notification mechanisms may require independent energy sources to ensure that the notification capability is not adversely affected by the fire."
pe-13.02-,PE-13.2,,,"Organizations can identify specific personnel, roles, and emergency responders if individuals on the notification list need to have appropriate access authorizations and/or clearances (e.g., to enter to facilities where access is restricted due to the impact level or classification of information within the facility). Notification mechanisms may require independent energy sources to ensure that the notification capability is not adversely affected by the fire."
pe-13.02-A,PE-13.2,A,Employ fire suppression systems that activate automatically and notify [Assignment: organization-defined personnel or roles] and [Assignment: organization-defined emergency responders] ; and,
pe-13.02-B,PE-13.2,B,Employ an automatic fire suppression capability when the facility is not staffed on a continuous basis.,
pe-14-,PE-14,,,"The provision of environmental controls applies primarily to organizational facilities that contain concentrations of system resources (e.g., data centers, mainframe computer rooms, and server rooms). Insufficient environmental controls, especially in very harsh environments, can have a significant adverse impact on the availability of systems and system components that are needed to support organizational mission and business functions."
pe-14-A,PE-14,A,"Maintain [Selection: temperature, humidity, pressure, radiation, [Assignment: organization-defined environmental control]] levels within the facility where the system resides at [Assignment: organization-defined acceptable levels] ; and",
pe-14-B,PE-14,B,Monitor environmental control levels [CCCS Assignment: continuously].,
pe-14.02-,PE-14.2,,Employ environmental control monitoring that provides an alarm or notification of changes potentially harmful to personnel or equipment to [Assignment: organization-defined personnel or roles].,The alarm or notification may be an audible alarm or a visual message in real time to personnel or roles defined by the organization. Such alarms and notifications can help minimize harm to individuals and damage to organizational assets by facilitating a timely incident response.
pe-15-,PE-15,,"Protect the system from damage resulting from water leakage by providing master shutoff or isolation valves that are accessible, working properly, and known to key personnel.","The provision of water damage protection primarily applies to organizational facilities that contain concentrations of system resources, including data centers, server rooms, and mainframe computer rooms. Isolation valves can be employed in addition to or in lieu of master shutoff valves to shut off water supplies in specific areas of concern without affecting entire organizations."
pe-16-,PE-16,,,Enforcing authorizations for entry and exit of system components may require restricting access to delivery areas and isolating the areas from the system and media libraries.
pe-16-A,PE-16,A,Authorize and control [CCCS Assignment: all information system components] entering and exiting the facility; and,
pe-16-B,PE-16,B,Maintain records of the system components.,
pe-17-,PE-17,,,"Alternate work sites include government facilities or the private residences of employees. While distinct from alternative processing sites, alternate work sites can provide readily available alternate locations during contingency operations. Organizations can define different sets of controls for specific alternate work sites or types of sites depending on the work-related activities conducted at the sites. Implementing and assessing the effectiveness of organization-defined controls and providing a means to communicate incidents at alternate work sites supports the contingency planning activities of organizations."
pe-17-A,PE-17,A,Determine and document the [CCCS Assignment: security controls commensurate with that of the primary site] allowed for use by employees;,
pe-17-B,PE-17,B,Employ the following controls at alternate work sites: [Assignment: organization-defined controls];,
pe-17-C,PE-17,C,Assess the effectiveness of controls at alternate work sites; and,
pe-17-D,PE-17,D,Provide a means for employees to communicate with information security and privacy personnel in case of incidents.,
pl-01-,PL-1,,,"Planning policy and procedures for the controls in the PL family implemented within systems and organizations. The risk management strategy is an important factor in establishing such policies and procedures. Policies and procedures contribute to security and privacy assurance. Therefore, it is important that security and privacy programs collaborate on their development. Security and privacy program policies and procedures at the organization level are preferable, in general, and may obviate the need for mission level or system-specific policies and procedures. The policy can be included as part of the general security and privacy policy or be represented by multiple policies that reflect the complex nature of organizations. Procedures can be established for security and privacy programs, for mission/business processes, and for systems, if needed. Procedures describe how the policies or controls are implemented and can be directed at the individual or role that is the object of the procedure. Procedures can be documented in system security and privacy plans or in one or more separate documents. Events that may precipitate an update to planning policy and procedures include, but are not limited to, assessment or audit findings, security incidents or breaches, or changes in laws, executive orders, directives, regulations, policies, standards, and guidelines. Simply restating controls does not constitute an organizational policy or procedure."
pl-01-A,PL-1,A,"Develop, document, and disseminate to [Assignment: organization-defined organization-defined personnel or roles]:",
pl-01-A.1,PL-1,A.1,"[Selection: organization-level, mission/business process-level, system-level] planning policy that:",
pl-01-A.1.A,PL-1,A.1.A,"Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and",
pl-01-A.1.B,PL-1,A.1.B,"Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and",
pl-01-A.2,PL-1,A.2,Procedures to facilitate the implementation of the planning policy and the associated planning controls;,
pl-01-B,PL-1,B,"Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the planning policy and procedures; and",
pl-01-C,PL-1,C,Review and update the current planning:,
pl-01-C.1,PL-1,C.1,Policy [CCCS Assignment: at least every 3 years] and following [CCCS Assignment: significant changes] ; and,
pl-01-C.2,PL-1,C.2,Procedures [CCCS Assignment: at least annually] and following [CCCS Assignment: significant changes].,
pl-02-,PL-2,,,"System security and privacy plans are scoped to the system and system components within the defined authorization boundary and contain an overview of the security and privacy requirements for the system and the controls selected to satisfy the requirements. The plans describe the intended application of each selected control in the context of the system with a sufficient level of detail to correctly implement the control and to subsequently assess the effectiveness of the control. The control documentation describes how system-specific and hybrid controls are implemented and the plans and expectations regarding the functionality of the system. System security and privacy plans can also be used in the design and development of systems in support of life cycle-based security and privacy engineering processes. System security and privacy plans are living documents that are updated and adapted throughout the system development life cycle (e.g., during capability determination, analysis of alternatives, requests for proposal, and design reviews). [Section 2.1](#c3397cc9-83c6-4459-adb2-836739dc1b94) describes the different types of requirements that are relevant to organizations during the system development life cycle and the relationship between requirements and controls.

Organizations may develop a single, integrated security and privacy plan or maintain separate plans. Security and privacy plans relate security and privacy requirements to a set of controls and control enhancements. The plans describe how the controls and control enhancements meet the security and privacy requirements but do not provide detailed, technical descriptions of the design or implementation of the controls and control enhancements. Security and privacy plans contain sufficient information (including specifications of control parameter values for selection and assignment operations explicitly or by reference) to enable a design and implementation that is unambiguously compliant with the intent of the plans and subsequent determinations of risk to organizational operations and assets, individuals, other organizations, and the Nation if the plan is implemented.

Security and privacy plans need not be single documents. The plans can be a collection of various documents, including documents that already exist. Effective security and privacy plans make extensive use of references to policies, procedures, and additional documents, including design and implementation specifications where more detailed information can be obtained. The use of references helps reduce the documentation associated with security and privacy programs and maintains the security- and privacy-related information in other established management and operational areas, including enterprise architecture, system development life cycle, systems engineering, and acquisition. Security and privacy plans need not contain detailed contingency plan or incident response plan information but can instead provide—explicitly or by reference—sufficient information to define what needs to be accomplished by those plans.

Security- and privacy-related activities that may require coordination and planning with other individuals or groups within the organization include assessments, audits, inspections, hardware and software maintenance, acquisition and supply chain risk management, patch management, and contingency plan testing. Planning and coordination include emergency and nonemergency (i.e., planned or non-urgent unplanned) situations. The process defined by organizations to plan and coordinate security- and privacy-related activities can also be included in other documents, as appropriate."
pl-02-A,PL-2,A,Develop security and privacy plans for the system that:,
pl-02-A.1,PL-2,A.1,Are consistent with the organization’s enterprise architecture;,
pl-02-A.10,PL-2,A.10,Provide an overview of the security and privacy requirements for the system;,
pl-02-A.11,PL-2,A.11,"Identify any relevant control baselines or overlays, if applicable;",
pl-02-A.12,PL-2,A.12,"Describe the controls in place or planned for meeting the security and privacy requirements, including a rationale for any tailoring decisions;",
pl-02-A.13,PL-2,A.13,Include risk determinations for security and privacy architecture and design decisions;,
pl-02-A.14,PL-2,A.14,Include security- and privacy-related activities affecting the system that require planning and coordination with [CCCS Assignment: to include chief privacy and ISSO and/or similar role or designees] ; and,
pl-02-A.15,PL-2,A.15,Are reviewed and approved by the authorizing official or designated representative prior to plan implementation;,
pl-02-A.2,PL-2,A.2,Explicitly define the constituent system components;,
pl-02-A.3,PL-2,A.3,Describe the operational context of the system in terms of mission and business processes;,
pl-02-A.4,PL-2,A.4,Identify the individuals that fulfill system roles and responsibilities;,
pl-02-A.400,PL-2,A.400,Document the business purposes for the processing of personal information; and,
pl-02-A.401,PL-2,A.401,Define retention and disposition standards for personal information stored within the system.,
pl-02-A.5,PL-2,A.5,"Identify the information types processed, stored, and transmitted by the system;",
pl-02-A.6,PL-2,A.6,"Provide the security categorization of the system, including supporting rationale;",
pl-02-A.7,PL-2,A.7,Describe any specific threats to the system that are of concern to the organization;,
pl-02-A.8,PL-2,A.8,Provide the results of a privacy risk assessment for systems processing personally identifiable information;,
pl-02-A.9,PL-2,A.9,Describe the operational environment for the system and any dependencies on or connections to other systems or system components;,
pl-02-B,PL-2,B,Distribute copies of the plans and communicate subsequent changes to the plans to [CCCS Assignment: to include chief privacy and ISSO and/or similar role];,
pl-02-C,PL-2,C,Review the plans [CCCS Assignment: at least annually];,
pl-02-D,PL-2,D,Update the plans to address changes to the system and environment of operation or problems identified during plan implementation or control assessments; and,
pl-02-E,PL-2,E,Protect the plans from unauthorized disclosure and modification.,
pl-04-,PL-4,,,"Rules of behavior represent a type of access agreement for organizational users. Other types of access agreements include nondisclosure agreements, conflict-of-interest agreements, and acceptable use agreements (see [PS-6](#ps-6) ). Organizations consider rules of behavior based on individual user roles and responsibilities and differentiate between rules that apply to privileged users and rules that apply to general users. Establishing rules of behavior for some types of non-organizational users, including individuals who receive information from federal systems, is often not feasible given the large number of such users and the limited nature of their interactions with the systems. Rules of behavior for organizational and non-organizational users can also be established in [AC-8](#ac-8) . The related controls section provides a list of controls that are relevant to organizational rules of behavior. [PL-4b](#pl-4_smt.b) , the documented acknowledgment portion of the control, may be satisfied by the literacy training and awareness and role-based training programs conducted by organizations if such training includes rules of behavior. Documented acknowledgements for rules of behavior include electronic or physical signatures and electronic agreement check boxes or radio buttons."
pl-04-A,PL-4,A,"Establish and provide to individuals requiring access to the system, the rules that describe their responsibilities and expected behavior for information and system usage, security, and privacy;",
pl-04-B,PL-4,B,"Receive a documented acknowledgment from such individuals, indicating that they have read, understand, and agree to abide by the rules of behavior, before authorizing access to information and the system;",
pl-04-C,PL-4,C,Review and update the rules of behavior [CCCS Assignment: at least every 3 years] ; and,
pl-04-D,PL-4,D,Require individuals who have acknowledged a previous version of the rules of behavior to read and re-acknowledge [CCCS Assignment: at least annually and when the rules are revised or changed].,
pl-04.01-,PL-4.1,,"Include in the rules of behavior, restrictions on:","Social media, social networking, and external site/application usage restrictions address rules of behavior related to the use of social media, social networking, and external sites when organizational personnel are using such sites for official duties or in the conduct of official business, when organizational information is involved in social media and social networking transactions, and when personnel access social media and networking sites from organizational systems. Organizations also address specific rules that prevent unauthorized entities from obtaining non-public organizational information from social media and networking sites either directly or through inference. Non-public information includes personally identifiable information and system account information."
pl-04.01-A,PL-4.1,A,"Use of social media, social networking sites, and external sites/applications;",
pl-04.01-B,PL-4.1,B,Posting organizational information on public websites; and,
pl-04.01-C,PL-4.1,C,"Use of organization-provided identifiers (e.g., email addresses) and authentication secrets (e.g., passwords) for creating accounts on external sites/applications.",
pl-08-,PL-8,,,"The security and privacy architectures at the system level are consistent with the organization-wide security and privacy architectures described in [PM-7](#pm-7) , which are integral to and developed as part of the enterprise architecture. The architectures include an architectural description, the allocation of security and privacy functionality (including controls), security- and privacy-related information for external interfaces, information being exchanged across the interfaces, and the protection mechanisms associated with each interface. The architectures can also include other information, such as user roles and the access privileges assigned to each role; security and privacy requirements; types of information processed, stored, and transmitted by the system; supply chain risk management requirements; restoration priorities of information and system services; and other protection needs.

[SP 800-160-1](#e3cc0520-a366-4fc9-abc2-5272db7e3564) provides guidance on the use of security architectures as part of the system development life cycle process. [OMB M-19-03](#c5e11048-1d38-4af3-b00b-0d88dc26860c) requires the use of the systems security engineering concepts described in [SP 800-160-1](#e3cc0520-a366-4fc9-abc2-5272db7e3564) for high value assets. Security and privacy architectures are reviewed and updated throughout the system development life cycle, from analysis of alternatives through review of the proposed architecture in the RFP responses to the design reviews before and during implementation (e.g., during preliminary design reviews and critical design reviews).

In today’s modern computing architectures, it is becoming less common for organizations to control all information resources. There may be key dependencies on external information services and service providers. Describing such dependencies in the security and privacy architectures is necessary for developing a comprehensive mission and business protection strategy. Establishing, developing, documenting, and maintaining under configuration control a baseline configuration for organizational systems is critical to implementing and maintaining effective architectures. The development of the architectures is coordinated with the senior agency information security officer and the senior agency official for privacy to ensure that the controls needed to support security and privacy requirements are identified and effectively implemented. In many circumstances, there may be no distinction between the security and privacy architecture for a system. In other circumstances, security objectives may be adequately satisfied, but privacy objectives may only be partially satisfied by the security requirements. In these cases, consideration of the privacy requirements needed to achieve satisfaction will result in a distinct privacy architecture. The documentation, however, may simply reflect the combined architectures.

[PL-8](#pl-8) is primarily directed at organizations to ensure that architectures are developed for the system and, moreover, that the architectures are integrated with or tightly coupled to the enterprise architecture. In contrast, [SA-17](#sa-17) is primarily directed at the external information technology product and system developers and integrators. [SA-17](#sa-17) , which is complementary to [PL-8](#pl-8) , is selected when organizations outsource the development of systems or components to external entities and when there is a need to demonstrate consistency with the organization’s enterprise architecture and security and privacy architectures."
pl-08-A,PL-8,A,Develop security and privacy architectures for the system that:,
pl-08-A.1,PL-8,A.1,"Describe the requirements and approach to be taken for protecting the confidentiality, integrity, and availability of organizational information;",
pl-08-A.2,PL-8,A.2,Describe the requirements and approach to be taken for processing personally identifiable information to minimize privacy risk to individuals;,
pl-08-A.3,PL-8,A.3,Describe how the architectures are integrated into and support the enterprise architecture; and,
pl-08-A.4,PL-8,A.4,"Describe any assumptions about, and dependencies on, external systems and services;",
pl-08-B,PL-8,B,Review and update the architectures [CCCS Assignment: at least annually and when a significant change occurs] to reflect changes in the enterprise architecture; and,
pl-08-C,PL-8,C,"Reflect planned architecture changes in security and privacy plans, Concept of Operations (CONOPS), criticality analysis, organizational procedures, and procurements and acquisitions.",
ps-01-,PS-1,,,"Personnel security policy and procedures for the controls in the PS family that are implemented within systems and organizations. The risk management strategy is an important factor in establishing such policies and procedures. Policies and procedures contribute to security and privacy assurance. Therefore, it is important that security and privacy programs collaborate on their development. Security and privacy program policies and procedures at the organization level are preferable, in general, and may obviate the need for mission level or system-specific policies and procedures. The policy can be included as part of the general security and privacy policy or be represented by multiple policies reflecting the complex nature of organizations. Procedures can be established for security and privacy programs, for mission/business processes, and for systems, if needed. Procedures describe how the policies or controls are implemented and can be directed at the individual or role that is the object of the procedure. Procedures can be documented in system security and privacy plans or in one or more separate documents. Events that may precipitate an update to personnel security policy and procedures include, but are not limited to, assessment or audit findings, security incidents or breaches, or changes in applicable laws, executive orders, directives, regulations, policies, standards, and guidelines. Simply restating controls does not constitute an organizational policy or procedure."
ps-01-A,PS-1,A,"Develop, document, and disseminate to [Assignment: organization-defined organization-defined personnel or roles]:",
ps-01-A.1,PS-1,A.1,"[Selection: organization-level, mission/business process-level, system-level] personnel security policy that:",
ps-01-A.1.A,PS-1,A.1.A,"Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and",
ps-01-A.1.B,PS-1,A.1.B,"Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and",
ps-01-A.2,PS-1,A.2,Procedures to facilitate the implementation of the personnel security policy and the associated personnel security controls;,
ps-01-B,PS-1,B,"Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the personnel security policy and procedures; and",
ps-01-C,PS-1,C,Review and update the current personnel security:,
ps-01-C.1,PS-1,C.1,Policy [CCCS Assignment: at least every 3 years] and following [CCCS Assignment: significant changes] ; and,
ps-01-C.2,PS-1,C.2,Procedures [CCCS Assignment: at least annually] and following [CCCS Assignment: significant changes].,
ps-02-,PS-2,,,"Security screening requirements reflect the Treasury Board of Canada Secretariat (TBS) policy and guidance. Proper position designation is the foundation of an effective and consistent suitability and personnel security program. The criteria for determining security screening requirements are established in accordance with the Position Analysis Tool and guidance issued by the Secretariat. The level of security screening and access permissions are determined by the duties to be performed, the sensitivity of information, assets, or facilities to be accessed, the level of authority or control exercised by the position and the degree of injury that could result from compromise of sensitive information, assets, or facilities to be accessed. The results of the position security analysis determine what level of inquiries, verifications and assessments are conducted for a position."
ps-02-A,PS-2,A,Assign a risk designation to all organizational positions;,
ps-02-B,PS-2,B,Establish screening criteria for individuals filling those positions; and,
ps-02-C,PS-2,C,Review and update position risk designations [CCCS Assignment: at least every three years].,
ps-03-,PS-3,,,"Personnel screening and rescreening activities reflect applicable laws, executive orders, directives, regulations, policies, standards, guidelines, and specific criteria established for the risk designations of assigned positions. Examples of personnel screening include background investigations and agency checks. Organizations may define different rescreening conditions and frequencies for personnel accessing systems based on types of information processed, stored, or transmitted by the systems."
ps-03-A,PS-3,A,Screen individuals prior to authorizing access to the system; and,
ps-03-B,PS-3,B,Rescreen individuals in accordance with [CCCS Assignment: the TBS Standard on Security Screening and any related provisions of the PSPC Contract Security Program].,
ps-03.03-,PS-3.3,,"Verify that individuals accessing a system processing, storing, or transmitting information requiring special protection:",Organizational information that requires special protection includes controlled unclassified information. Personnel security criteria include position sensitivity background screening requirements.
ps-03.03-A,PS-3.3,A,Have valid access authorizations that are demonstrated by assigned official government duties; and,
ps-03.03-B,PS-3.3,B,Satisfy [CCCS Assignment: the TBS Standard on Security Screening and any related provisions of the PSPC Contract Security Program].,
ps-04-,PS-4,,Upon termination of individual employment:,"System property includes hardware authentication tokens, system administration technical manuals, keys, identification cards, and building passes. Exit interviews ensure that terminated individuals understand the security constraints imposed by being former employees and that proper accountability is achieved for system-related property. Security topics at exit interviews include reminding individuals of nondisclosure agreements and potential limitations on future employment. Exit interviews may not always be possible for some individuals, including in cases related to the unavailability of supervisors, illnesses, or job abandonment. Exit interviews are important for individuals with security clearances. The timely execution of termination actions is essential for individuals who have been terminated for cause. In certain situations, organizations consider disabling the system accounts of individuals who are being terminated prior to the individuals being notified."
ps-04-A,PS-4,A,Disable system access within [CCCS Assignment: one (1) hour];,
ps-04-B,PS-4,B,Terminate or revoke any authenticators and credentials associated with the individual;,
ps-04-C,PS-4,C,Conduct exit interviews that include a discussion of [CCCS Assignment: the TBS Standard on Security Screening and any related provisions of the Industrial Security Program];,
ps-04-D,PS-4,D,Retrieve all security-related organizational system-related property; and,
ps-04-E,PS-4,E,Retain access to organizational information and systems formerly controlled by terminated individual.,
