Row Sort ID,Control ID,Statement ID,Control Statement,Supplemental Guidance
mp-07-A,MP-7,A,"[Selection: restrict, prohibit] the use of [Assignment: organization-defined types of system media] on [Assignment: organization-defined systems or system components] using [Assignment: organization-defined controls] ; and",
mp-07-B,MP-7,B,Prohibit the use of portable storage devices in organizational systems when such devices have no identifiable owner.,
mp-08-,MP-8,,,"Media downgrading applies to digital and non-digital media subject to release outside of the organization, whether the media is considered removable or not. When applied to system media, the downgrading process removes information from the media, typically by security category or classification level, such that the information cannot be retrieved or reconstructed. Downgrading of media includes redacting information to enable wider release and distribution. Downgrading ensures that empty space on the media is devoid of information."
mp-08-A,MP-8,A,Establish [Assignment: organization-defined system media downgrading process] that includes employing downgrading mechanisms with strength and integrity commensurate with the security category or classification of the information;,
mp-08-B,MP-8,B,Verify that the system media downgrading process is commensurate with the security category and/or classification level of the information to be removed and the access authorizations of the potential recipients of the downgraded information;,
mp-08-C,MP-8,C,Identify [Assignment: organization-defined system media requiring downgrading] ; and,
mp-08-D,MP-8,D,Downgrade the identified system media using the established process.,
mp-08.03-,MP-8.3,,Downgrade system media containing controlled unclassified information prior to public release.,"The downgrading of controlled unclassified information uses approved sanitization tools, techniques, and procedures."
pe-01-,PE-1,,,"Physical and environmental protection policy and procedures address the controls in the PE family that are implemented within systems and organizations. The risk management strategy is an important factor in establishing such policies and procedures. Policies and procedures contribute to security and privacy assurance. Therefore, it is important that security and privacy programs collaborate on the development of physical and environmental protection policy and procedures. Security and privacy program policies and procedures at the organization level are preferable, in general, and may obviate the need for mission- or system-specific policies and procedures. The policy can be included as part of the general security and privacy policy or be represented by multiple policies that reflect the complex nature of organizations. Procedures can be established for security and privacy programs, for mission or business processes, and for systems, if needed. Procedures describe how the policies or controls are implemented and can be directed at the individual or role that is the object of the procedure. Procedures can be documented in system security and privacy plans or in one or more separate documents. Events that may precipitate an update to physical and environmental protection policy and procedures include assessment or audit findings, security incidents or breaches, or changes in applicable laws, executive orders, directives, regulations, policies, standards, and guidelines. Simply restating controls does not constitute an organizational policy or procedure."
pe-01-A,PE-1,A,"Develop, document, and disseminate to [Assignment: organization-defined organization-defined personnel or roles]:",
pe-01-A.1,PE-1,A.1,"[Selection: organization-level, mission/business process-level, system-level] physical and environmental protection policy that:",
pe-01-A.1.A,PE-1,A.1.A,"Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and",
pe-01-A.1.B,PE-1,A.1.B,"Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and",
pe-01-A.2,PE-1,A.2,Procedures to facilitate the implementation of the physical and environmental protection policy and the associated physical and environmental protection controls;,
pe-01-B,PE-1,B,"Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the physical and environmental protection policy and procedures; and",
pe-01-C,PE-1,C,Review and update the current physical and environmental protection:,
pe-01-C.1,PE-1,C.1,Policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events] ; and,
pe-01-C.2,PE-1,C.2,Procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events].,
pe-02-,PE-2,,,"Physical access authorizations apply to employees and visitors. Individuals with permanent physical access authorization credentials are not considered visitors. Authorization credentials include ID badges, identification cards, and smart cards. Organizations determine the strength of authorization credentials needed consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines. Physical access authorizations may not be necessary to access certain areas within facilities that are designated as publicly accessible."
pe-02-A,PE-2,A,"Develop, approve, and maintain a list of individuals with authorized access to the facility where the system resides;",
pe-02-B,PE-2,B,Issue authorization credentials for facility access;,
pe-02-C,PE-2,C,Review the access list detailing authorized facility access by individuals [Assignment: organization-defined frequency] ; and,
pe-02-D,PE-2,D,Remove individuals from the facility access list when access is no longer required.,
pe-02.400-,PE-2.400,,TBD,TBD
pe-03-,PE-3,,,"Physical access control applies to employees and visitors. Individuals with permanent physical access authorizations are not considered visitors. Physical access controls for publicly accessible areas may include physical access control logs/records, guards, or physical access devices and barriers to prevent movement from publicly accessible areas to non-public areas. Organizations determine the types of guards needed, including professional security staff, system users, or administrative staff. Physical access devices include keys, locks, combinations, biometric readers, and card readers. Physical access control systems comply with applicable laws, executive orders, directives, policies, regulations, standards, and guidelines. Organizations have flexibility in the types of audit logs employed. Audit logs can be procedural, automated, or some combination thereof. Physical access points can include facility access points, interior access points to systems that require supplemental access controls, or both. Components of systems may be in areas designated as publicly accessible with organizations controlling access to the components."
pe-03-A,PE-3,A,Enforce physical access authorizations at [Assignment: organization-defined entry and exit points to the facility where the system resides] by:,
pe-03-A.1,PE-3,A.1,Verifying individual access authorizations before granting access to the facility; and,
pe-03-A.2,PE-3,A.2,"Controlling ingress and egress to the facility using [Selection: [Assignment: organization-defined physical access control systems or devices], guards];",
pe-03-AA,PE-3,AA,"Remove the access card identifier from the access list or database [Assignment: organization-defined frequency] when the access card is lost, misplaced, stolen, or when the individual possessing the card is transferred or terminated.",
pe-03-B,PE-3,B,Maintain physical access audit logs for [Assignment: organization-defined entry or exit points];,
pe-03-C,PE-3,C,Control access to areas within the facility designated as publicly accessible by implementing the following controls: [Assignment: organization-defined physical access controls];,
pe-03-D,PE-3,D,Escort visitors and control visitor activity [Assignment: organization-defined circumstances requiring visitor escorts and control of visitor activity];,
pe-03-E,PE-3,E,"Secure keys, combinations, and other physical access devices;",
pe-03-F,PE-3,F,Inventory [Assignment: organization-defined physical access devices] every [Assignment: organization-defined frequency] ; and,
pe-03-G,PE-3,G,"Change combinations and keys [Assignment: organization-defined organization-defined frequency] and/or when keys are lost, combinations are compromised, or when individuals possessing the keys or combinations are transferred or terminated.",
pe-03.400-,PE-3.400,,TBD,TBD
pe-04-,PE-4,,Control physical access to [Assignment: organization-defined system distribution and transmission lines] within organizational facilities using [Assignment: organization-defined security controls].,"Security controls applied to system distribution and transmission lines prevent accidental damage, disruption, and physical tampering. Such controls may also be necessary to prevent eavesdropping or modification of unencrypted transmissions. Security controls used to control physical access to system distribution and transmission lines include disconnected or locked spare jacks, locked wiring closets, protection of cabling by conduit or cable trays, and wiretapping sensors."
pe-05-,PE-5,,Control physical access to output from [Assignment: organization-defined output devices] to prevent unauthorized individuals from obtaining the output.,"Controlling physical access to output devices includes placing output devices in locked rooms or other secured areas with keypad or card reader access controls and allowing access to authorized individuals only, placing output devices in locations that can be monitored by personnel, installing monitor or screen filters, and using headphones. Examples of output devices include monitors, printers, scanners, audio devices, facsimile machines, and copiers."
pe-06-,PE-6,,,"Physical access monitoring includes publicly accessible areas within organizational facilities. Examples of physical access monitoring include the employment of guards, video surveillance equipment (i.e., cameras), and sensor devices. Reviewing physical access logs can help identify suspicious activity, anomalous events, or potential threats. The reviews can be supported by audit logging controls, such as [AU-2](#au-2) , if the access logs are part of an automated system. Organizational incident response capabilities include investigations of physical security incidents and responses to the incidents. Incidents include security violations or suspicious physical access activities. Suspicious physical access activities include accesses outside of normal work hours, repeated accesses to areas not normally accessed, accesses for unusual lengths of time, and out-of-sequence accesses."
pe-06-A,PE-6,A,Monitor physical access to the facility where the system resides to detect and respond to physical security incidents;,
pe-06-B,PE-6,B,Review physical access logs [Assignment: organization-defined frequency] and upon occurrence of [Assignment: organization-defined events or potential indications of events] ; and,
pe-06-C,PE-6,C,Coordinate results of reviews and investigations with the organizational incident response capability.,
pe-06.01-,PE-6.1,,Monitor physical access to the facility where the system resides using physical intrusion alarms and surveillance equipment.,"Physical intrusion alarms can be employed to alert security personnel when unauthorized access to the facility is attempted. Alarm systems work in conjunction with physical barriers, physical access control systems, and security guards by triggering a response when these other forms of security have been compromised or breached. Physical intrusion alarms can include different types of sensor devices, such as motion sensors, contact sensors, and broken glass sensors. Surveillance equipment includes video cameras installed at strategic locations throughout the facility."
pe-08-,PE-8,,,"Visitor access records include the names and organizations of individuals visiting, visitor signatures, forms of identification, dates of access, entry and departure times, purpose of visits, and the names and organizations of individuals visited. Access record reviews determine if access authorizations are current and are still required to support organizational mission and business functions. Access records are not required for publicly accessible areas."
pe-08-A,PE-8,A,Maintain visitor access records to the facility where the system resides for [Assignment: organization-defined time period];,
pe-08-B,PE-8,B,Review visitor access records [Assignment: organization-defined frequency] ; and,
pe-08-C,PE-8,C,Report anomalies in visitor access records to [Assignment: organization-defined personnel].,
pe-09-,PE-9,,Protect power equipment and power cabling for the system from damage and destruction.,"Organizations determine the types of protection necessary for the power equipment and cabling employed at different locations that are both internal and external to organizational facilities and environments of operation. Types of power equipment and cabling include internal cabling and uninterruptable power sources in offices or data centers, generators and power cabling outside of buildings, and power sources for self-contained components such as satellites, vehicles, and other deployable systems."
pe-10-,PE-10,,,"Emergency power shutoff primarily applies to organizational facilities that contain concentrations of system resources, including data centers, mainframe computer rooms, server rooms, and areas with computer-controlled machinery."
pe-10-A,PE-10,A,Provide the capability of shutting off power to [Assignment: organization-defined system or individual system components] in emergency situations;,
pe-10-B,PE-10,B,Place emergency shutoff switches or devices in [Assignment: organization-defined location by system or system component] to facilitate access for authorized personnel; and,
pe-10-C,PE-10,C,Protect emergency power shutoff capability from unauthorized activation.,
pe-11-,PE-11,,"Provide an uninterruptible power supply to facilitate [Selection: an orderly shutdown of the system, transition of the system to long-term alternate power] in the event of a primary power source loss.","An uninterruptible power supply (UPS) is an electrical system or mechanism that provides emergency power when there is a failure of the main power source. A UPS is typically used to protect computers, data centers, telecommunication equipment, or other electrical equipment where an unexpected power disruption could cause injuries, fatalities, serious mission or business disruption, or loss of data or information. A UPS differs from an emergency power system or backup generator in that the UPS provides near-instantaneous protection from unanticipated power interruptions from the main power source by providing energy stored in batteries, supercapacitors, or flywheels. The battery duration of a UPS is relatively short but provides sufficient time to start a standby power source, such as a backup generator, or properly shut down the system."
pe-12-,PE-12,,Employ and maintain automatic emergency lighting for the system that activates in the event of a power outage or disruption and that covers emergency exits and evacuation routes within the facility.,"The provision of emergency lighting applies primarily to organizational facilities that contain concentrations of system resources, including data centers, server rooms, and mainframe computer rooms. Emergency lighting provisions for the system are described in the contingency plan for the organization. If emergency lighting for the system fails or cannot be provided, organizations consider alternate processing sites for power-related contingencies."
pe-13-,PE-13,,Employ and maintain fire detection and suppression systems that are supported by an independent energy source.,"The provision of fire detection and suppression systems applies primarily to organizational facilities that contain concentrations of system resources, including data centers, server rooms, and mainframe computer rooms. Fire detection and suppression systems that may require an independent energy source include sprinkler systems and smoke detectors. An independent energy source is an energy source, such as a microgrid, that is separate, or can be separated, from the energy sources providing power for the other parts of the facility."
pe-13.01-,PE-13.1,,Employ fire detection systems that activate automatically and notify [Assignment: organization-defined personnel or roles] and [Assignment: organization-defined emergency responders] in the event of a fire.,"Organizations can identify personnel, roles, and emergency responders if individuals on the notification list need to have access authorizations or clearances (e.g., to enter to facilities where access is restricted due to the classification or impact level of information within the facility). Notification mechanisms may require independent energy sources to ensure that the notification capability is not adversely affected by the fire."
pe-13.04-,PE-13.4,,Ensure that the facility undergoes [Assignment: organization-defined frequency] fire protection inspections by authorized and qualified inspectors and identified deficiencies are resolved within [Assignment: organization-defined time period].,"Authorized and qualified personnel within the jurisdiction of the organization include state, county, and city fire inspectors and fire marshals. Organizations provide escorts during inspections in situations where the systems that reside within the facilities contain sensitive information."
pe-13.400-,PE-13.400,,TBD,TBD
pe-14-,PE-14,,,"The provision of environmental controls applies primarily to organizational facilities that contain concentrations of system resources (e.g., data centers, mainframe computer rooms, and server rooms). Insufficient environmental controls, especially in very harsh environments, can have a significant adverse impact on the availability of systems and system components that are needed to support organizational mission and business functions."
pe-14-A,PE-14,A,"Maintain [Selection: temperature, humidity, pressure, radiation, [Assignment: organization-defined environmental control]] levels within the facility where the system resides at [Assignment: organization-defined acceptable levels] ; and",
pe-14-B,PE-14,B,Monitor environmental control levels [Assignment: organization-defined frequency].,
pe-15-,PE-15,,"Protect the system from damage resulting from water leakage by providing master shutoff or isolation valves that are accessible, working properly, and known to key personnel.","The provision of water damage protection primarily applies to organizational facilities that contain concentrations of system resources, including data centers, server rooms, and mainframe computer rooms. Isolation valves can be employed in addition to or in lieu of master shutoff valves to shut off water supplies in specific areas of concern without affecting entire organizations."
pe-16-,PE-16,,,Enforcing authorizations for entry and exit of system components may require restricting access to delivery areas and isolating the areas from the system and media libraries.
pe-16-A,PE-16,A,Authorize and control [Assignment: organization-defined organization-defined types of system components] entering and exiting the facility; and,
pe-16-B,PE-16,B,Maintain records of the system components.,
pe-17-,PE-17,,,"Alternate work sites include government facilities or the private residences of employees. While distinct from alternative processing sites, alternate work sites can provide readily available alternate locations during contingency operations. Organizations can define different sets of controls for specific alternate work sites or types of sites depending on the work-related activities conducted at the sites. Implementing and assessing the effectiveness of organization-defined controls and providing a means to communicate incidents at alternate work sites supports the contingency planning activities of organizations."
pe-17-A,PE-17,A,Determine and document the [Assignment: organization-defined alternate work sites] allowed for use by employees;,
pe-17-B,PE-17,B,Employ the following controls at alternate work sites: [Assignment: organization-defined controls];,
pe-17-C,PE-17,C,Assess the effectiveness of controls at alternate work sites; and,
pe-17-D,PE-17,D,Provide a means for employees to communicate with information security and privacy personnel in case of incidents.,
pe-400-,PE-400,,TBD,TBD
pe-400.1-,PE-400.1,,TBD,TBD
pe-400.2-,PE-400.2,,TBD,TBD
pe-401-,PE-401,,TBD,TBD
pl-01-,PL-1,,,"Planning policy and procedures for the controls in the PL family implemented within systems and organizations. The risk management strategy is an important factor in establishing such policies and procedures. Policies and procedures contribute to security and privacy assurance. Therefore, it is important that security and privacy programs collaborate on their development. Security and privacy program policies and procedures at the organization level are preferable, in general, and may obviate the need for mission level or system-specific policies and procedures. The policy can be included as part of the general security and privacy policy or be represented by multiple policies that reflect the complex nature of organizations. Procedures can be established for security and privacy programs, for mission/business processes, and for systems, if needed. Procedures describe how the policies or controls are implemented and can be directed at the individual or role that is the object of the procedure. Procedures can be documented in system security and privacy plans or in one or more separate documents. Events that may precipitate an update to planning policy and procedures include, but are not limited to, assessment or audit findings, security incidents or breaches, or changes in laws, executive orders, directives, regulations, policies, standards, and guidelines. Simply restating controls does not constitute an organizational policy or procedure."
pl-01-A,PL-1,A,"Develop, document, and disseminate to [Assignment: organization-defined organization-defined personnel or roles]:",
pl-01-A.1,PL-1,A.1,"[Selection: organization-level, mission/business process-level, system-level] planning policy that:",
pl-01-A.1.A,PL-1,A.1.A,"Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and",
pl-01-A.1.B,PL-1,A.1.B,"Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and",
pl-01-A.2,PL-1,A.2,Procedures to facilitate the implementation of the planning policy and the associated planning controls;,
pl-01-B,PL-1,B,"Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the planning policy and procedures; and",
pl-01-C,PL-1,C,Review and update the current planning:,
pl-01-C.1,PL-1,C.1,Policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events] ; and,
pl-01-C.2,PL-1,C.2,Procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events].,
pl-02-,PL-2,,,"System security and privacy plans are scoped to the system and system components within the defined authorization boundary and contain an overview of the security and privacy requirements for the system and the controls selected to satisfy the requirements. The plans describe the intended application of each selected control in the context of the system with a sufficient level of detail to correctly implement the control and to subsequently assess the effectiveness of the control. The control documentation describes how system-specific and hybrid controls are implemented and the plans and expectations regarding the functionality of the system. System security and privacy plans can also be used in the design and development of systems in support of life cycle-based security and privacy engineering processes. System security and privacy plans are living documents that are updated and adapted throughout the system development life cycle (e.g., during capability determination, analysis of alternatives, requests for proposal, and design reviews). [Section 2.1](#c3397cc9-83c6-4459-adb2-836739dc1b94) describes the different types of requirements that are relevant to organizations during the system development life cycle and the relationship between requirements and controls.

Organizations may develop a single, integrated security and privacy plan or maintain separate plans. Security and privacy plans relate security and privacy requirements to a set of controls and control enhancements. The plans describe how the controls and control enhancements meet the security and privacy requirements but do not provide detailed, technical descriptions of the design or implementation of the controls and control enhancements. Security and privacy plans contain sufficient information (including specifications of control parameter values for selection and assignment operations explicitly or by reference) to enable a design and implementation that is unambiguously compliant with the intent of the plans and subsequent determinations of risk to organizational operations and assets, individuals, other organizations, and the Nation if the plan is implemented.

Security and privacy plans need not be single documents. The plans can be a collection of various documents, including documents that already exist. Effective security and privacy plans make extensive use of references to policies, procedures, and additional documents, including design and implementation specifications where more detailed information can be obtained. The use of references helps reduce the documentation associated with security and privacy programs and maintains the security- and privacy-related information in other established management and operational areas, including enterprise architecture, system development life cycle, systems engineering, and acquisition. Security and privacy plans need not contain detailed contingency plan or incident response plan information but can instead provide—explicitly or by reference—sufficient information to define what needs to be accomplished by those plans.

Security- and privacy-related activities that may require coordination and planning with other individuals or groups within the organization include assessments, audits, inspections, hardware and software maintenance, acquisition and supply chain risk management, patch management, and contingency plan testing. Planning and coordination include emergency and nonemergency (i.e., planned or non-urgent unplanned) situations. The process defined by organizations to plan and coordinate security- and privacy-related activities can also be included in other documents, as appropriate."
pl-02-A,PL-2,A,Develop security and privacy plans for the system that:,
pl-02-A.1,PL-2,A.1,Are consistent with the organization’s enterprise architecture;,
pl-02-A.10,PL-2,A.10,Provide an overview of the security and privacy requirements for the system;,
pl-02-A.11,PL-2,A.11,"Identify any relevant control baselines or overlays, if applicable;",
pl-02-A.12,PL-2,A.12,"Describe the controls in place or planned for meeting the security and privacy requirements, including a rationale for any tailoring decisions;",
pl-02-A.13,PL-2,A.13,Include risk determinations for security and privacy architecture and design decisions;,
pl-02-A.14,PL-2,A.14,Include security- and privacy-related activities affecting the system that require planning and coordination with [Assignment: organization-defined individuals or groups] ; and,
pl-02-A.15,PL-2,A.15,Are reviewed and approved by the authorizing official or designated representative prior to plan implementation;,
pl-02-A.2,PL-2,A.2,Explicitly define the constituent system components;,
pl-02-A.3,PL-2,A.3,Describe the operational context of the system in terms of mission and business processes;,
pl-02-A.4,PL-2,A.4,Identify the individuals that fulfill system roles and responsibilities;,
pl-02-A.400,PL-2,A.400,Document the business purposes for the processing of personal information; and,
pl-02-A.401,PL-2,A.401,Define retention and disposition standards for personal information stored within the system.,
pl-02-A.5,PL-2,A.5,"Identify the information types processed, stored, and transmitted by the system;",
pl-02-A.6,PL-2,A.6,"Provide the security categorization of the system, including supporting rationale;",
pl-02-A.7,PL-2,A.7,Describe any specific threats to the system that are of concern to the organization;,
pl-02-A.8,PL-2,A.8,Provide the results of a privacy risk assessment for systems processing personally identifiable information;,
pl-02-A.9,PL-2,A.9,Describe the operational environment for the system and any dependencies on or connections to other systems or system components;,
pl-02-B,PL-2,B,Distribute copies of the plans and communicate subsequent changes to the plans to [Assignment: organization-defined personnel or roles];,
pl-02-C,PL-2,C,Review the plans [Assignment: organization-defined frequency];,
pl-02-D,PL-2,D,Update the plans to address changes to the system and environment of operation or problems identified during plan implementation or control assessments; and,
pl-02-E,PL-2,E,Protect the plans from unauthorized disclosure and modification.,
pl-04-,PL-4,,,"Rules of behavior represent a type of access agreement for organizational users. Other types of access agreements include nondisclosure agreements, conflict-of-interest agreements, and acceptable use agreements (see [PS-6](#ps-6) ). Organizations consider rules of behavior based on individual user roles and responsibilities and differentiate between rules that apply to privileged users and rules that apply to general users. Establishing rules of behavior for some types of non-organizational users, including individuals who receive information from federal systems, is often not feasible given the large number of such users and the limited nature of their interactions with the systems. Rules of behavior for organizational and non-organizational users can also be established in [AC-8](#ac-8) . The related controls section provides a list of controls that are relevant to organizational rules of behavior. [PL-4b](#pl-4_smt.b) , the documented acknowledgment portion of the control, may be satisfied by the literacy training and awareness and role-based training programs conducted by organizations if such training includes rules of behavior. Documented acknowledgements for rules of behavior include electronic or physical signatures and electronic agreement check boxes or radio buttons."
pl-04-A,PL-4,A,"Establish and provide to individuals requiring access to the system, the rules that describe their responsibilities and expected behavior for information and system usage, security, and privacy;",
pl-04-B,PL-4,B,"Receive a documented acknowledgment from such individuals, indicating that they have read, understand, and agree to abide by the rules of behavior, before authorizing access to information and the system;",
pl-04-C,PL-4,C,Review and update the rules of behavior [Assignment: organization-defined frequency] ; and,
pl-04-D,PL-4,D,"Require individuals who have acknowledged a previous version of the rules of behavior to read and re-acknowledge [Selection: [Assignment: organization-defined frequency], when the rules are revised or updated].",
pl-04.01-,PL-4.1,,"Include in the rules of behavior, restrictions on:","Social media, social networking, and external site/application usage restrictions address rules of behavior related to the use of social media, social networking, and external sites when organizational personnel are using such sites for official duties or in the conduct of official business, when organizational information is involved in social media and social networking transactions, and when personnel access social media and networking sites from organizational systems. Organizations also address specific rules that prevent unauthorized entities from obtaining non-public organizational information from social media and networking sites either directly or through inference. Non-public information includes personally identifiable information and system account information."
pl-04.01-A,PL-4.1,A,"Use of social media, social networking sites, and external sites/applications;",
pl-04.01-B,PL-4.1,B,Posting organizational information on public websites; and,
pl-04.01-C,PL-4.1,C,"Use of organization-provided identifiers (e.g., email addresses) and authentication secrets (e.g., passwords) for creating accounts on external sites/applications.",
pl-08-,PL-8,,,"The security and privacy architectures at the system level are consistent with the organization-wide security and privacy architectures described in [PM-7](#pm-7) , which are integral to and developed as part of the enterprise architecture. The architectures include an architectural description, the allocation of security and privacy functionality (including controls), security- and privacy-related information for external interfaces, information being exchanged across the interfaces, and the protection mechanisms associated with each interface. The architectures can also include other information, such as user roles and the access privileges assigned to each role; security and privacy requirements; types of information processed, stored, and transmitted by the system; supply chain risk management requirements; restoration priorities of information and system services; and other protection needs.

[SP 800-160-1](#e3cc0520-a366-4fc9-abc2-5272db7e3564) provides guidance on the use of security architectures as part of the system development life cycle process. [OMB M-19-03](#c5e11048-1d38-4af3-b00b-0d88dc26860c) requires the use of the systems security engineering concepts described in [SP 800-160-1](#e3cc0520-a366-4fc9-abc2-5272db7e3564) for high value assets. Security and privacy architectures are reviewed and updated throughout the system development life cycle, from analysis of alternatives through review of the proposed architecture in the RFP responses to the design reviews before and during implementation (e.g., during preliminary design reviews and critical design reviews).

In today’s modern computing architectures, it is becoming less common for organizations to control all information resources. There may be key dependencies on external information services and service providers. Describing such dependencies in the security and privacy architectures is necessary for developing a comprehensive mission and business protection strategy. Establishing, developing, documenting, and maintaining under configuration control a baseline configuration for organizational systems is critical to implementing and maintaining effective architectures. The development of the architectures is coordinated with the senior agency information security officer and the senior agency official for privacy to ensure that the controls needed to support security and privacy requirements are identified and effectively implemented. In many circumstances, there may be no distinction between the security and privacy architecture for a system. In other circumstances, security objectives may be adequately satisfied, but privacy objectives may only be partially satisfied by the security requirements. In these cases, consideration of the privacy requirements needed to achieve satisfaction will result in a distinct privacy architecture. The documentation, however, may simply reflect the combined architectures.

[PL-8](#pl-8) is primarily directed at organizations to ensure that architectures are developed for the system and, moreover, that the architectures are integrated with or tightly coupled to the enterprise architecture. In contrast, [SA-17](#sa-17) is primarily directed at the external information technology product and system developers and integrators. [SA-17](#sa-17) , which is complementary to [PL-8](#pl-8) , is selected when organizations outsource the development of systems or components to external entities and when there is a need to demonstrate consistency with the organization’s enterprise architecture and security and privacy architectures."
pl-08-A,PL-8,A,Develop security and privacy architectures for the system that:,
pl-08-A.1,PL-8,A.1,"Describe the requirements and approach to be taken for protecting the confidentiality, integrity, and availability of organizational information;",
pl-08-A.2,PL-8,A.2,Describe the requirements and approach to be taken for processing personally identifiable information to minimize privacy risk to individuals;,
pl-08-A.3,PL-8,A.3,Describe how the architectures are integrated into and support the enterprise architecture; and,
pl-08-A.4,PL-8,A.4,"Describe any assumptions about, and dependencies on, external systems and services;",
pl-08-B,PL-8,B,Review and update the architectures [Assignment: organization-defined frequency] to reflect changes in the enterprise architecture; and,
pl-08-C,PL-8,C,"Reflect planned architecture changes in security and privacy plans, Concept of Operations (CONOPS), criticality analysis, organizational procedures, and procurements and acquisitions.",
pl-10-,PL-10,,Select a control baseline for the system.,"Control baselines are predefined sets of controls specifically assembled to address the protection needs of a group, organization, or community of interest. Controls are chosen for baselines to either satisfy mandates imposed by laws, executive orders, directives, regulations, policies, standards, and guidelines or address threats common to all users of the baseline under the assumptions specific to the baseline. Baselines represent a starting point for the protection of individuals’ privacy, information, and information systems with subsequent tailoring actions to manage risk in accordance with mission, business, or other constraints (see [PL-11](#pl-11) ). Federal control baselines are provided in [SP 800-53B](#46d9e201-840e-440e-987c-2c773333c752) . The selection of a control baseline is determined by the needs of stakeholders. Stakeholder needs consider mission and business requirements as well as mandates imposed by applicable laws, executive orders, directives, policies, regulations, standards, and guidelines. For example, the control baselines in [SP 800-53B](#46d9e201-840e-440e-987c-2c773333c752) are based on the requirements from [FISMA](#0c67b2a9-bede-43d2-b86d-5f35b8be36e9) and [PRIVACT](#18e71fec-c6fd-475a-925a-5d8495cf8455) . The requirements, along with the NIST standards and guidelines implementing the legislation, direct organizations to select one of the control baselines after the reviewing the information types and the information that is processed, stored, and transmitted on the system; analyzing the potential adverse impact of the loss or compromise of the information or system on the organization’s operations and assets, individuals, other organizations, or the Nation; and considering the results from system and organizational risk assessments. [CNSSI 1253](#4e4fbc93-333d-45e6-a875-de36b878b6b9) provides guidance on control baselines for national security systems."
pl-11-,PL-11,,Tailor the selected control baseline by applying specified tailoring actions.,"The concept of tailoring allows organizations to specialize or customize a set of baseline controls by applying a defined set of tailoring actions. Tailoring actions facilitate such specialization and customization by allowing organizations to develop security and privacy plans that reflect their specific mission and business functions, the environments where their systems operate, the threats and vulnerabilities that can affect their systems, and any other conditions or situations that can impact their mission or business success. Tailoring guidance is provided in [SP 800-53B](#46d9e201-840e-440e-987c-2c773333c752) . Tailoring a control baseline is accomplished by identifying and designating common controls, applying scoping considerations, selecting compensating controls, assigning values to control parameters, supplementing the control baseline with additional controls as needed, and providing information for control implementation. The general tailoring actions in [SP 800-53B](#46d9e201-840e-440e-987c-2c773333c752) can be supplemented with additional actions based on the needs of organizations. Tailoring actions can be applied to the baselines in [SP 800-53B](#46d9e201-840e-440e-987c-2c773333c752) in accordance with the security and privacy requirements from [FISMA](#0c67b2a9-bede-43d2-b86d-5f35b8be36e9), [PRIVACT](#18e71fec-c6fd-475a-925a-5d8495cf8455) , and [OMB A-130](#27847491-5ce1-4f6a-a1e4-9e483782f0ef) . Alternatively, other communities of interest adopting different control baselines can apply the tailoring actions in [SP 800-53B](#46d9e201-840e-440e-987c-2c773333c752) to specialize or customize the controls that represent the specific needs and concerns of those entities."
pm-01-,PM-1,,,"An information security program plan is a formal document that provides an overview of the security requirements for an organization-wide information security program and describes the program management controls and common controls in place or planned for meeting those requirements. An information security program plan can be represented in a single document or compilations of documents. Privacy program plans and supply chain risk management plans are addressed separately in [PM-18](#pm-18) and [SR-2](#sr-2) , respectively.

An information security program plan documents implementation details about program management and common controls. The plan provides sufficient information about the controls (including specification of parameters for assignment and selection operations, explicitly or by reference) to enable implementations that are unambiguously compliant with the intent of the plan and a determination of the risk to be incurred if the plan is implemented as intended. Updates to information security program plans include organizational changes and problems identified during plan implementation or control assessments.

Program management controls may be implemented at the organization level or the mission or business process level, and are essential for managing the organization’s information security program. Program management controls are distinct from common, system-specific, and hybrid controls because program management controls are independent of any particular system. Together, the individual system security plans and the organization-wide information security program plan provide complete coverage for the security controls employed within the organization.

Common controls available for inheritance by organizational systems are documented in an appendix to the organization’s information security program plan unless the controls are included in a separate security plan for a system. The organization-wide information security program plan indicates which separate security plans contain descriptions of common controls.

Events that may precipitate an update to the information security program plan include, but are not limited to, organization-wide assessment or audit findings, security incidents or breaches, or changes in laws, executive orders, directives, regulations, policies, standards, and guidelines."
pm-01-A,PM-1,A,Develop and disseminate an organization-wide information security program plan that:,
pm-01-A.1,PM-1,A.1,Provides an overview of the requirements for the security program and a description of the security program management controls and common controls in place or planned for meeting those requirements;,
pm-01-A.2,PM-1,A.2,"Includes the identification and assignment of roles, responsibilities, management commitment, coordination among organizational entities, and compliance;",
pm-01-A.3,PM-1,A.3,Reflects the coordination among organizational entities responsible for information security; and,
