Row Sort ID,Control ID,Statement ID,Control Statement,Supplemental Guidance
ma-01-A,MA-1,A,"Develop, document, and disseminate to [Assignment: organization-defined organization-defined personnel or roles]:",
ma-01-A.1,MA-1,A.1,"[Selection: organization-level, mission/business process-level, system-level] maintenance policy that:",
ma-01-A.1.A,MA-1,A.1.A,"Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and",
ma-01-A.1.B,MA-1,A.1.B,"Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and",
ma-01-A.2,MA-1,A.2,Procedures to facilitate the implementation of the maintenance policy and the associated maintenance controls;,
ma-01-B,MA-1,B,"Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the maintenance policy and procedures; and",
ma-01-C,MA-1,C,Review and update the current maintenance:,
ma-01-C.1,MA-1,C.1,Policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events] ; and,
ma-01-C.2,MA-1,C.2,Procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events].,
ma-03-,MA-3,,,"Approving, controlling, monitoring, and reviewing maintenance tools address security-related issues associated with maintenance tools that are not within system authorization boundaries and are used specifically for diagnostic and repair actions on organizational systems. Organizations have flexibility in determining roles for the approval of maintenance tools and how that approval is documented. A periodic review of maintenance tools facilitates the withdrawal of approval for outdated, unsupported, irrelevant, or no-longer-used tools. Maintenance tools can include hardware, software, and firmware items and may be pre-installed, brought in with maintenance personnel on media, cloud-based, or downloaded from a website. Such tools can be vehicles for transporting malicious code, either intentionally or unintentionally, into a facility and subsequently into systems. Maintenance tools can include hardware and software diagnostic test equipment and packet sniffers. The hardware and software components that support maintenance and are a part of the system (including the software implementing utilities such as ""ping,"" ""ls,"" ""ipconfig,"" or the hardware and software implementing the monitoring port of an Ethernet switch) are not addressed by maintenance tools."
ma-03-A,MA-3,A,"Approve, control, and monitor the use of system maintenance tools; and",
ma-03-B,MA-3,B,Review previously approved system maintenance tools [Assignment: organization-defined frequency].,
ma-03.01-,MA-3.1,,Inspect the maintenance tools used by maintenance personnel for improper or unauthorized modifications.,"Maintenance tools can be directly brought into a facility by maintenance personnel or downloaded from a vendor’s website. If, upon inspection of the maintenance tools, organizations determine that the tools have been modified in an improper manner or the tools contain malicious code, the incident is handled consistent with organizational policies and procedures for incident handling."
ma-03.02-,MA-3.2,,Check media containing diagnostic and test programs for malicious code before the media are used in the system.,"If, upon inspection of media containing maintenance, diagnostic, and test programs, organizations determine that the media contains malicious code, the incident is handled consistent with organizational incident handling policies and procedures."
ma-03.03-,MA-3.3,,Prevent the removal of maintenance equipment containing organizational information by:,Organizational information includes all information owned by organizations and any information provided to organizations for which the organizations serve as information stewards.
ma-03.03-A,MA-3.3,A,Verifying that there is no organizational information contained on the equipment;,
ma-03.03-B,MA-3.3,B,Sanitizing or destroying the equipment;,
ma-03.03-C,MA-3.3,C,Retaining the equipment within the facility; or,
ma-03.03-D,MA-3.3,D,Obtaining an exemption from [Assignment: organization-defined personnel or roles] explicitly authorizing removal of the equipment from the facility.,
ma-04-,MA-4,,,"Nonlocal maintenance and diagnostic activities are conducted by individuals who communicate through either an external or internal network. Local maintenance and diagnostic activities are carried out by individuals who are physically present at the system location and not communicating across a network connection. Authentication techniques used to establish nonlocal maintenance and diagnostic sessions reflect the network access requirements in [IA-2](#ia-2) . Strong authentication requires authenticators that are resistant to replay attacks and employ multi-factor authentication. Strong authenticators include PKI where certificates are stored on a token protected by a password, passphrase, or biometric. Enforcing requirements in [MA-4](#ma-4) is accomplished, in part, by other controls. [SP 800-63B](#e59c5a7c-8b1f-49ca-8de0-6ee0882180ce) provides additional guidance on strong authentication and authenticators."
ma-04-A,MA-4,A,Approve and monitor nonlocal maintenance and diagnostic activities;,
ma-04-B,MA-4,B,Allow the use of nonlocal maintenance and diagnostic tools only as consistent with organizational policy and documented in the security plan for the system;,
ma-04-C,MA-4,C,Employ strong authentication in the establishment of nonlocal maintenance and diagnostic sessions;,
ma-04-D,MA-4,D,Maintain records for nonlocal maintenance and diagnostic activities; and,
ma-04-E,MA-4,E,Terminate session and network connections when nonlocal maintenance is completed.,
ma-05-,MA-5,,,"Maintenance personnel refers to individuals who perform hardware or software maintenance on organizational systems, while [PE-2](#pe-2) addresses physical access for individuals whose maintenance duties place them within the physical protection perimeter of the systems. Technical competence of supervising individuals relates to the maintenance performed on the systems, while having required access authorizations refers to maintenance on and near the systems. Individuals not previously identified as authorized maintenance personnel—such as information technology manufacturers, vendors, systems integrators, and consultants—may require privileged access to organizational systems, such as when they are required to conduct maintenance activities with little or no notice. Based on organizational assessments of risk, organizations may issue temporary credentials to these individuals. Temporary credentials may be for one-time use or for very limited time periods."
ma-05-A,MA-5,A,Establish a process for maintenance personnel authorization and maintain a list of authorized maintenance organizations or personnel;,
ma-05-B,MA-5,B,Verify that non-escorted personnel performing maintenance on the system possess the required access authorizations; and,
ma-05-C,MA-5,C,Designate organizational personnel with required access authorizations and technical competence to supervise the maintenance activities of personnel who do not possess the required access authorizations.,
mp-01-,MP-1,,,"Media protection policy and procedures address the controls in the MP family that are implemented within systems and organizations. The risk management strategy is an important factor in establishing such policies and procedures. Policies and procedures contribute to security and privacy assurance. Therefore, it is important that security and privacy programs collaborate on the development of media protection policy and procedures. Security and privacy program policies and procedures at the organization level are preferable, in general, and may obviate the need for mission- or system-specific policies and procedures. The policy can be included as part of the general security and privacy policy or be represented by multiple policies that reflect the complex nature of organizations. Procedures can be established for security and privacy programs, for mission or business processes, and for systems, if needed. Procedures describe how the policies or controls are implemented and can be directed at the individual or role that is the object of the procedure. Procedures can be documented in system security and privacy plans or in one or more separate documents. Events that may precipitate an update to media protection policy and procedures include assessment or audit findings, security incidents or breaches, or changes in applicable laws, executive orders, directives, regulations, policies, standards, and guidelines. Simply restating controls does not constitute an organizational policy or procedure."
mp-01-A,MP-1,A,"Develop, document, and disseminate to [Assignment: organization-defined organization-defined personnel or roles]:",
mp-01-A.1,MP-1,A.1,"[Selection: organization-level, mission/business process-level, system-level] media protection policy that:",
mp-01-A.1.A,MP-1,A.1.A,"Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and",
mp-01-A.1.B,MP-1,A.1.B,"Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and",
mp-01-A.2,MP-1,A.2,Procedures to facilitate the implementation of the media protection policy and the associated media protection controls;,
mp-01-B,MP-1,B,"Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the media protection policy and procedures; and",
mp-01-C,MP-1,C,Review and update the current media protection:,
mp-01-C.1,MP-1,C.1,Policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events] ; and,
mp-01-C.2,MP-1,C.2,Procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events].,
mp-02-,MP-2,,Restrict access to [Assignment: organization-defined organization-defined types of digital and/or non-digital media] to [Assignment: organization-defined organization-defined personnel or roles].,"System media includes digital and non-digital media. Digital media includes flash drives, diskettes, magnetic tapes, external or removable hard disk drives (e.g., solid state, magnetic), compact discs, and digital versatile discs. Non-digital media includes paper and microfilm. Denying access to patient medical records in a community hospital unless the individuals seeking access to such records are authorized healthcare providers is an example of restricting access to non-digital media. Limiting access to the design specifications stored on compact discs in the media library to individuals on the system development team is an example of restricting access to digital media."
mp-03-,MP-3,,,"Security marking refers to the application or use of human-readable security attributes. Digital media includes diskettes, magnetic tapes, external or removable hard disk drives (e.g., solid state, magnetic), flash drives, compact discs, and digital versatile discs. Non-digital media includes paper and microfilm. Controlled unclassified information is defined by the National Archives and Records Administration along with the appropriate safeguarding and dissemination requirements for such information and is codified in [32 CFR 2002](#91f992fb-f668-4c91-a50f-0f05b95ccee3) . Security markings are generally not required for media that contains information determined by organizations to be in the public domain or to be publicly releasable. Some organizations may require markings for public information indicating that the information is publicly releasable. System media marking reflects applicable laws, executive orders, directives, policies, regulations, standards, and guidelines."
mp-03-A,MP-3,A,"Mark system media indicating the distribution limitations, handling caveats, and applicable security markings (if any) of the information; and",
mp-03-B,MP-3,B,Exempt [Assignment: organization-defined types of system media] from marking if the media remain within [Assignment: organization-defined controlled areas].,
mp-04-,MP-4,,,"System media includes digital and non-digital media. Digital media includes flash drives, diskettes, magnetic tapes, external or removable hard disk drives (e.g., solid state, magnetic), compact discs, and digital versatile discs. Non-digital media includes paper and microfilm. Physically controlling stored media includes conducting inventories, ensuring procedures are in place to allow individuals to check out and return media to the library, and maintaining accountability for stored media. Secure storage includes a locked drawer, desk, or cabinet or a controlled media library. The type of media storage is commensurate with the security category or classification of the information on the media. Controlled areas are spaces that provide physical and procedural controls to meet the requirements established for protecting information and systems. Fewer controls may be needed for media that contains information determined to be in the public domain, publicly releasable, or have limited adverse impacts on organizations, operations, or individuals if accessed by other than authorized personnel. In these situations, physical access controls provide adequate protection."
mp-04-A,MP-4,A,Physically control and securely store [Assignment: organization-defined organization-defined types of digital and/or non-digital media] within [Assignment: organization-defined organization-defined controlled areas] ; and,
mp-04-B,MP-4,B,"Protect system media types defined in MP-4a until the media are destroyed or sanitized using approved equipment, techniques, and procedures.",
mp-05-,MP-5,,,"System media includes digital and non-digital media. Digital media includes flash drives, diskettes, magnetic tapes, external or removable hard disk drives (e.g., solid state and magnetic), compact discs, and digital versatile discs. Non-digital media includes microfilm and paper. Controlled areas are spaces for which organizations provide physical or procedural controls to meet requirements established for protecting information and systems. Controls to protect media during transport include cryptography and locked containers. Cryptographic mechanisms can provide confidentiality and integrity protections depending on the mechanisms implemented. Activities associated with media transport include releasing media for transport, ensuring that media enters the appropriate transport processes, and the actual transport. Authorized transport and courier personnel may include individuals external to the organization. Maintaining accountability of media during transport includes restricting transport activities to authorized personnel and tracking and/or obtaining records of transport activities as the media moves through the transportation system to prevent and detect loss, destruction, or tampering. Organizations establish documentation requirements for activities associated with the transport of system media in accordance with organizational assessments of risk. Organizations maintain the flexibility to define record-keeping methods for the different types of media transport as part of a system of transport-related records."
mp-05-A,MP-5,A,Protect and control [Assignment: organization-defined types of system media] during transport outside of controlled areas using [Assignment: organization-defined organization-defined controls];,
mp-05-B,MP-5,B,Maintain accountability for system media during transport outside of controlled areas;,
mp-05-C,MP-5,C,Document activities associated with the transport of system media; and,
mp-05-D,MP-5,D,Restrict the activities associated with the transport of system media to authorized personnel.,
mp-06-,MP-6,,,"Media sanitization applies to all digital and non-digital system media subject to disposal or reuse, whether or not the media is considered removable. Examples include digital media in scanners, copiers, printers, notebook computers, workstations, network components, mobile devices, and non-digital media (e.g., paper and microfilm). The sanitization process removes information from system media such that the information cannot be retrieved or reconstructed. Sanitization techniques—including clearing, purging, cryptographic erase, de-identification of personally identifiable information, and destruction—prevent the disclosure of information to unauthorized individuals when such media is reused or released for disposal. Organizations determine the appropriate sanitization methods, recognizing that destruction is sometimes necessary when other methods cannot be applied to media requiring sanitization. Organizations use discretion on the employment of approved sanitization techniques and procedures for media that contains information deemed to be in the public domain or publicly releasable or information deemed to have no adverse impact on organizations or individuals if released for reuse or disposal. Sanitization of non-digital media includes destruction, removing a classified appendix from an otherwise unclassified document, or redacting selected sections or words from a document by obscuring the redacted sections or words in a manner equivalent in effectiveness to removing them from the document. NSA standards and policies control the sanitization process for media that contains classified information. NARA policies control the sanitization process for controlled unclassified information."
mp-06-A,MP-6,A,"Sanitize [Assignment: organization-defined organization-defined system media] prior to disposal, release out of organizational control, or release for reuse using [Assignment: organization-defined organization-defined sanitization techniques and procedures] ; and",
mp-06-B,MP-6,B,Employ sanitization mechanisms with the strength and integrity commensurate with the security category or classification of the information.,
mp-07-,MP-7,,,"System media includes both digital and non-digital media. Digital media includes diskettes, magnetic tapes, flash drives, compact discs, digital versatile discs, and removable hard disk drives. Non-digital media includes paper and microfilm. Media use protections also apply to mobile devices with information storage capabilities. In contrast to [MP-2](#mp-2) , which restricts user access to media, MP-7 restricts the use of certain types of media on systems, for example, restricting or prohibiting the use of flash drives or external hard disk drives. Organizations use technical and nontechnical controls to restrict the use of system media. Organizations may restrict the use of portable storage devices, for example, by using physical cages on workstations to prohibit access to certain external ports or disabling or removing the ability to insert, read, or write to such devices. Organizations may also limit the use of portable storage devices to only approved devices, including devices provided by the organization, devices provided by other approved organizations, and devices that are not personally owned. Finally, organizations may restrict the use of portable storage devices based on the type of device, such as by prohibiting the use of writeable, portable storage devices and implementing this restriction by disabling or removing the capability to write to such devices. Requiring identifiable owners for storage devices reduces the risk of using such devices by allowing organizations to assign responsibility for addressing known vulnerabilities in the devices."
mp-07-A,MP-7,A,"[Selection: restrict, prohibit] the use of [Assignment: organization-defined types of system media] on [Assignment: organization-defined systems or system components] using [Assignment: organization-defined controls] ; and",
mp-07-B,MP-7,B,Prohibit the use of portable storage devices in organizational systems when such devices have no identifiable owner.,
pe-01-,PE-1,,,"Physical and environmental protection policy and procedures address the controls in the PE family that are implemented within systems and organizations. The risk management strategy is an important factor in establishing such policies and procedures. Policies and procedures contribute to security and privacy assurance. Therefore, it is important that security and privacy programs collaborate on the development of physical and environmental protection policy and procedures. Security and privacy program policies and procedures at the organization level are preferable, in general, and may obviate the need for mission- or system-specific policies and procedures. The policy can be included as part of the general security and privacy policy or be represented by multiple policies that reflect the complex nature of organizations. Procedures can be established for security and privacy programs, for mission or business processes, and for systems, if needed. Procedures describe how the policies or controls are implemented and can be directed at the individual or role that is the object of the procedure. Procedures can be documented in system security and privacy plans or in one or more separate documents. Events that may precipitate an update to physical and environmental protection policy and procedures include assessment or audit findings, security incidents or breaches, or changes in applicable laws, executive orders, directives, regulations, policies, standards, and guidelines. Simply restating controls does not constitute an organizational policy or procedure."
pe-01-A,PE-1,A,"Develop, document, and disseminate to [Assignment: organization-defined organization-defined personnel or roles]:",
pe-01-A.1,PE-1,A.1,"[Selection: organization-level, mission/business process-level, system-level] physical and environmental protection policy that:",
pe-01-A.1.A,PE-1,A.1.A,"Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and",
pe-01-A.1.B,PE-1,A.1.B,"Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and",
pe-01-A.2,PE-1,A.2,Procedures to facilitate the implementation of the physical and environmental protection policy and the associated physical and environmental protection controls;,
pe-01-B,PE-1,B,"Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the physical and environmental protection policy and procedures; and",
pe-01-C,PE-1,C,Review and update the current physical and environmental protection:,
pe-01-C.1,PE-1,C.1,Policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events] ; and,
pe-01-C.2,PE-1,C.2,Procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events].,
pe-02-,PE-2,,,"Physical access authorizations apply to employees and visitors. Individuals with permanent physical access authorization credentials are not considered visitors. Authorization credentials include ID badges, identification cards, and smart cards. Organizations determine the strength of authorization credentials needed consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines. Physical access authorizations may not be necessary to access certain areas within facilities that are designated as publicly accessible."
pe-02-A,PE-2,A,"Develop, approve, and maintain a list of individuals with authorized access to the facility where the system resides;",
pe-02-B,PE-2,B,Issue authorization credentials for facility access;,
pe-02-C,PE-2,C,Review the access list detailing authorized facility access by individuals [Assignment: organization-defined frequency] ; and,
pe-02-D,PE-2,D,Remove individuals from the facility access list when access is no longer required.,
pe-03-,PE-3,,,"Physical access control applies to employees and visitors. Individuals with permanent physical access authorizations are not considered visitors. Physical access controls for publicly accessible areas may include physical access control logs/records, guards, or physical access devices and barriers to prevent movement from publicly accessible areas to non-public areas. Organizations determine the types of guards needed, including professional security staff, system users, or administrative staff. Physical access devices include keys, locks, combinations, biometric readers, and card readers. Physical access control systems comply with applicable laws, executive orders, directives, policies, regulations, standards, and guidelines. Organizations have flexibility in the types of audit logs employed. Audit logs can be procedural, automated, or some combination thereof. Physical access points can include facility access points, interior access points to systems that require supplemental access controls, or both. Components of systems may be in areas designated as publicly accessible with organizations controlling access to the components."
pe-03-A,PE-3,A,Enforce physical access authorizations at [Assignment: organization-defined entry and exit points to the facility where the system resides] by:,
pe-03-A.1,PE-3,A.1,Verifying individual access authorizations before granting access to the facility; and,
pe-03-A.2,PE-3,A.2,"Controlling ingress and egress to the facility using [Selection: [Assignment: organization-defined physical access control systems or devices], guards];",
pe-03-AA,PE-3,AA,"Remove the access card identifier from the access list or database [Assignment: organization-defined frequency] when the access card is lost, misplaced, stolen, or when the individual possessing the card is transferred or terminated.",
pe-03-B,PE-3,B,Maintain physical access audit logs for [Assignment: organization-defined entry or exit points];,
pe-03-C,PE-3,C,Control access to areas within the facility designated as publicly accessible by implementing the following controls: [Assignment: organization-defined physical access controls];,
pe-03-D,PE-3,D,Escort visitors and control visitor activity [Assignment: organization-defined circumstances requiring visitor escorts and control of visitor activity];,
pe-03-E,PE-3,E,"Secure keys, combinations, and other physical access devices;",
pe-03-F,PE-3,F,Inventory [Assignment: organization-defined physical access devices] every [Assignment: organization-defined frequency] ; and,
pe-03-G,PE-3,G,"Change combinations and keys [Assignment: organization-defined organization-defined frequency] and/or when keys are lost, combinations are compromised, or when individuals possessing the keys or combinations are transferred or terminated.",
pe-04-,PE-4,,Control physical access to [Assignment: organization-defined system distribution and transmission lines] within organizational facilities using [Assignment: organization-defined security controls].,"Security controls applied to system distribution and transmission lines prevent accidental damage, disruption, and physical tampering. Such controls may also be necessary to prevent eavesdropping or modification of unencrypted transmissions. Security controls used to control physical access to system distribution and transmission lines include disconnected or locked spare jacks, locked wiring closets, protection of cabling by conduit or cable trays, and wiretapping sensors."
pe-05-,PE-5,,Control physical access to output from [Assignment: organization-defined output devices] to prevent unauthorized individuals from obtaining the output.,"Controlling physical access to output devices includes placing output devices in locked rooms or other secured areas with keypad or card reader access controls and allowing access to authorized individuals only, placing output devices in locations that can be monitored by personnel, installing monitor or screen filters, and using headphones. Examples of output devices include monitors, printers, scanners, audio devices, facsimile machines, and copiers."
pe-06-,PE-6,,,"Physical access monitoring includes publicly accessible areas within organizational facilities. Examples of physical access monitoring include the employment of guards, video surveillance equipment (i.e., cameras), and sensor devices. Reviewing physical access logs can help identify suspicious activity, anomalous events, or potential threats. The reviews can be supported by audit logging controls, such as [AU-2](#au-2) , if the access logs are part of an automated system. Organizational incident response capabilities include investigations of physical security incidents and responses to the incidents. Incidents include security violations or suspicious physical access activities. Suspicious physical access activities include accesses outside of normal work hours, repeated accesses to areas not normally accessed, accesses for unusual lengths of time, and out-of-sequence accesses."
pe-06-A,PE-6,A,Monitor physical access to the facility where the system resides to detect and respond to physical security incidents;,
pe-06-B,PE-6,B,Review physical access logs [Assignment: organization-defined frequency] and upon occurrence of [Assignment: organization-defined events or potential indications of events] ; and,
pe-06-C,PE-6,C,Coordinate results of reviews and investigations with the organizational incident response capability.,
pe-17-,PE-17,,,"Alternate work sites include government facilities or the private residences of employees. While distinct from alternative processing sites, alternate work sites can provide readily available alternate locations during contingency operations. Organizations can define different sets of controls for specific alternate work sites or types of sites depending on the work-related activities conducted at the sites. Implementing and assessing the effectiveness of organization-defined controls and providing a means to communicate incidents at alternate work sites supports the contingency planning activities of organizations."
pe-17-A,PE-17,A,Determine and document the [Assignment: organization-defined alternate work sites] allowed for use by employees;,
pe-17-B,PE-17,B,Employ the following controls at alternate work sites: [Assignment: organization-defined controls];,
pe-17-C,PE-17,C,Assess the effectiveness of controls at alternate work sites; and,
pe-17-D,PE-17,D,Provide a means for employees to communicate with information security and privacy personnel in case of incidents.,
pl-01-,PL-1,,,"Planning policy and procedures for the controls in the PL family implemented within systems and organizations. The risk management strategy is an important factor in establishing such policies and procedures. Policies and procedures contribute to security and privacy assurance. Therefore, it is important that security and privacy programs collaborate on their development. Security and privacy program policies and procedures at the organization level are preferable, in general, and may obviate the need for mission level or system-specific policies and procedures. The policy can be included as part of the general security and privacy policy or be represented by multiple policies that reflect the complex nature of organizations. Procedures can be established for security and privacy programs, for mission/business processes, and for systems, if needed. Procedures describe how the policies or controls are implemented and can be directed at the individual or role that is the object of the procedure. Procedures can be documented in system security and privacy plans or in one or more separate documents. Events that may precipitate an update to planning policy and procedures include, but are not limited to, assessment or audit findings, security incidents or breaches, or changes in laws, executive orders, directives, regulations, policies, standards, and guidelines. Simply restating controls does not constitute an organizational policy or procedure."
pl-01-A,PL-1,A,"Develop, document, and disseminate to [Assignment: organization-defined organization-defined personnel or roles]:",
pl-01-A.1,PL-1,A.1,"[Selection: organization-level, mission/business process-level, system-level] planning policy that:",
pl-01-A.1.A,PL-1,A.1.A,"Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and",
pl-01-A.1.B,PL-1,A.1.B,"Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and",
pl-01-A.2,PL-1,A.2,Procedures to facilitate the implementation of the planning policy and the associated planning controls;,
pl-01-B,PL-1,B,"Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the planning policy and procedures; and",
pl-01-C,PL-1,C,Review and update the current planning:,
pl-01-C.1,PL-1,C.1,Policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events] ; and,
pl-01-C.2,PL-1,C.2,Procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events].,
pl-02-,PL-2,,,"System security and privacy plans are scoped to the system and system components within the defined authorization boundary and contain an overview of the security and privacy requirements for the system and the controls selected to satisfy the requirements. The plans describe the intended application of each selected control in the context of the system with a sufficient level of detail to correctly implement the control and to subsequently assess the effectiveness of the control. The control documentation describes how system-specific and hybrid controls are implemented and the plans and expectations regarding the functionality of the system. System security and privacy plans can also be used in the design and development of systems in support of life cycle-based security and privacy engineering processes. System security and privacy plans are living documents that are updated and adapted throughout the system development life cycle (e.g., during capability determination, analysis of alternatives, requests for proposal, and design reviews). [Section 2.1](#c3397cc9-83c6-4459-adb2-836739dc1b94) describes the different types of requirements that are relevant to organizations during the system development life cycle and the relationship between requirements and controls.

Organizations may develop a single, integrated security and privacy plan or maintain separate plans. Security and privacy plans relate security and privacy requirements to a set of controls and control enhancements. The plans describe how the controls and control enhancements meet the security and privacy requirements but do not provide detailed, technical descriptions of the design or implementation of the controls and control enhancements. Security and privacy plans contain sufficient information (including specifications of control parameter values for selection and assignment operations explicitly or by reference) to enable a design and implementation that is unambiguously compliant with the intent of the plans and subsequent determinations of risk to organizational operations and assets, individuals, other organizations, and the Nation if the plan is implemented.

Security and privacy plans need not be single documents. The plans can be a collection of various documents, including documents that already exist. Effective security and privacy plans make extensive use of references to policies, procedures, and additional documents, including design and implementation specifications where more detailed information can be obtained. The use of references helps reduce the documentation associated with security and privacy programs and maintains the security- and privacy-related information in other established management and operational areas, including enterprise architecture, system development life cycle, systems engineering, and acquisition. Security and privacy plans need not contain detailed contingency plan or incident response plan information but can instead provide—explicitly or by reference—sufficient information to define what needs to be accomplished by those plans.

Security- and privacy-related activities that may require coordination and planning with other individuals or groups within the organization include assessments, audits, inspections, hardware and software maintenance, acquisition and supply chain risk management, patch management, and contingency plan testing. Planning and coordination include emergency and nonemergency (i.e., planned or non-urgent unplanned) situations. The process defined by organizations to plan and coordinate security- and privacy-related activities can also be included in other documents, as appropriate."
pl-02-A,PL-2,A,Develop security and privacy plans for the system that:,
pl-02-A.1,PL-2,A.1,Are consistent with the organization’s enterprise architecture;,
pl-02-A.10,PL-2,A.10,Provide an overview of the security and privacy requirements for the system;,
pl-02-A.11,PL-2,A.11,"Identify any relevant control baselines or overlays, if applicable;",
pl-02-A.12,PL-2,A.12,"Describe the controls in place or planned for meeting the security and privacy requirements, including a rationale for any tailoring decisions;",
pl-02-A.13,PL-2,A.13,Include risk determinations for security and privacy architecture and design decisions;,
pl-02-A.14,PL-2,A.14,Include security- and privacy-related activities affecting the system that require planning and coordination with [Assignment: organization-defined individuals or groups] ; and,
pl-02-A.15,PL-2,A.15,Are reviewed and approved by the authorizing official or designated representative prior to plan implementation;,
pl-02-A.2,PL-2,A.2,Explicitly define the constituent system components;,
pl-02-A.3,PL-2,A.3,Describe the operational context of the system in terms of mission and business processes;,
pl-02-A.4,PL-2,A.4,Identify the individuals that fulfill system roles and responsibilities;,
pl-02-A.400,PL-2,A.400,Document the business purposes for the processing of personal information; and,
pl-02-A.401,PL-2,A.401,Define retention and disposition standards for personal information stored within the system.,
pl-02-A.5,PL-2,A.5,"Identify the information types processed, stored, and transmitted by the system;",
pl-02-A.6,PL-2,A.6,"Provide the security categorization of the system, including supporting rationale;",
pl-02-A.7,PL-2,A.7,Describe any specific threats to the system that are of concern to the organization;,
pl-02-A.8,PL-2,A.8,Provide the results of a privacy risk assessment for systems processing personally identifiable information;,
pl-02-A.9,PL-2,A.9,Describe the operational environment for the system and any dependencies on or connections to other systems or system components;,
pl-02-B,PL-2,B,Distribute copies of the plans and communicate subsequent changes to the plans to [Assignment: organization-defined personnel or roles];,
pl-02-C,PL-2,C,Review the plans [Assignment: organization-defined frequency];,
pl-02-D,PL-2,D,Update the plans to address changes to the system and environment of operation or problems identified during plan implementation or control assessments; and,
pl-02-E,PL-2,E,Protect the plans from unauthorized disclosure and modification.,
pl-04-,PL-4,,,"Rules of behavior represent a type of access agreement for organizational users. Other types of access agreements include nondisclosure agreements, conflict-of-interest agreements, and acceptable use agreements (see [PS-6](#ps-6) ). Organizations consider rules of behavior based on individual user roles and responsibilities and differentiate between rules that apply to privileged users and rules that apply to general users. Establishing rules of behavior for some types of non-organizational users, including individuals who receive information from federal systems, is often not feasible given the large number of such users and the limited nature of their interactions with the systems. Rules of behavior for organizational and non-organizational users can also be established in [AC-8](#ac-8) . The related controls section provides a list of controls that are relevant to organizational rules of behavior. [PL-4b](#pl-4_smt.b) , the documented acknowledgment portion of the control, may be satisfied by the literacy training and awareness and role-based training programs conducted by organizations if such training includes rules of behavior. Documented acknowledgements for rules of behavior include electronic or physical signatures and electronic agreement check boxes or radio buttons."
pl-04-A,PL-4,A,"Establish and provide to individuals requiring access to the system, the rules that describe their responsibilities and expected behavior for information and system usage, security, and privacy;",
pl-04-B,PL-4,B,"Receive a documented acknowledgment from such individuals, indicating that they have read, understand, and agree to abide by the rules of behavior, before authorizing access to information and the system;",
pl-04-C,PL-4,C,Review and update the rules of behavior [Assignment: organization-defined frequency] ; and,
pl-04-D,PL-4,D,"Require individuals who have acknowledged a previous version of the rules of behavior to read and re-acknowledge [Selection: [Assignment: organization-defined frequency], when the rules are revised or updated].",
ps-01-,PS-1,,,"Personnel security policy and procedures for the controls in the PS family that are implemented within systems and organizations. The risk management strategy is an important factor in establishing such policies and procedures. Policies and procedures contribute to security and privacy assurance. Therefore, it is important that security and privacy programs collaborate on their development. Security and privacy program policies and procedures at the organization level are preferable, in general, and may obviate the need for mission level or system-specific policies and procedures. The policy can be included as part of the general security and privacy policy or be represented by multiple policies reflecting the complex nature of organizations. Procedures can be established for security and privacy programs, for mission/business processes, and for systems, if needed. Procedures describe how the policies or controls are implemented and can be directed at the individual or role that is the object of the procedure. Procedures can be documented in system security and privacy plans or in one or more separate documents. Events that may precipitate an update to personnel security policy and procedures include, but are not limited to, assessment or audit findings, security incidents or breaches, or changes in applicable laws, executive orders, directives, regulations, policies, standards, and guidelines. Simply restating controls does not constitute an organizational policy or procedure."
ps-01-A,PS-1,A,"Develop, document, and disseminate to [Assignment: organization-defined organization-defined personnel or roles]:",
ps-01-A.1,PS-1,A.1,"[Selection: organization-level, mission/business process-level, system-level] personnel security policy that:",
ps-01-A.1.A,PS-1,A.1.A,"Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and",
ps-01-A.1.B,PS-1,A.1.B,"Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and",
ps-01-A.2,PS-1,A.2,Procedures to facilitate the implementation of the personnel security policy and the associated personnel security controls;,
